mode,cluster_id,receiver,true_label,n_attempts,correct,accuracy,abstentions,abstention_rate,non_abstained,accuracy_non_abstained
local,test-primary-F1-r01,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r02,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r03,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r04,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r05,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r06,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r07,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r08,F1,F1,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r01,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r02,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r03,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r04,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r05,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r06,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r07,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r08,F1,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r01,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r02,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r03,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r04,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r05,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r06,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r07,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r08,F1,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r01,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r02,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r03,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r04,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r05,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r06,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r07,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r08,F1,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r01,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r02,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r03,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r04,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r05,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r06,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r07,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r08,F1,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r01,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r02,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r03,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r04,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r05,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r06,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r07,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r08,F1,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r01,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r02,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r03,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r04,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r05,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r06,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r07,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r08,F1,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r01,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r02,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r03,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r04,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r05,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r06,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r07,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r08,F1,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-Normal-r01,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r02,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r03,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r04,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r05,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r06,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r07,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r08,F1,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r01,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r02,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r03,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r04,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r05,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r06,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r07,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r08,F2,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r01,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r02,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r03,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r04,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r05,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r06,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r07,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r08,F2,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r01,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r02,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r03,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r04,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r05,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r06,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r07,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r08,F2,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r01,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r02,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r03,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r04,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r05,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r06,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r07,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r08,F2,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r01,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r02,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r03,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r04,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r05,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r06,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r07,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r08,F2,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r01,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r02,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r03,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r04,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r05,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r06,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r07,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F2-r08,F2,F2,8,8,1.0,0,0.0,8,1.0
local,test-primary-F3-r01,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r02,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r03,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r04,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r05,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r06,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r07,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r08,F2,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r01,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r02,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r03,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r04,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r05,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r06,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r07,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r08,F2,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-Normal-r01,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r02,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r03,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r04,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r05,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r06,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r07,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r08,F2,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r01,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r02,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r03,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r04,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r05,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r06,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r07,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r08,F3,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r01,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r02,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r03,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r04,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r05,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r06,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r07,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r08,F3,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r01,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r02,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r03,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r04,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r05,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r06,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r07,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r08,F3,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r01,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r02,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r03,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r04,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r05,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r06,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r07,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r08,F3,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r01,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r02,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r03,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r04,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r05,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r06,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r07,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r08,F3,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r01,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r02,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r03,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r04,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r05,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r06,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r07,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r08,F3,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r01,F3,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r02,F3,F3,8,1,0.125,0,0.0,8,0.125
local,test-primary-F3-r03,F3,F3,8,2,0.25,0,0.0,8,0.25
local,test-primary-F3-r04,F3,F3,8,1,0.125,0,0.0,8,0.125
local,test-primary-F3-r05,F3,F3,8,3,0.375,0,0.0,8,0.375
local,test-primary-F3-r06,F3,F3,8,1,0.125,0,0.0,8,0.125
local,test-primary-F3-r07,F3,F3,8,3,0.375,0,0.0,8,0.375
local,test-primary-F3-r08,F3,F3,8,1,0.125,0,0.0,8,0.125
local,test-primary-F8-r01,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r02,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r03,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r04,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r05,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r06,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r07,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r08,F3,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-Normal-r01,F3,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r02,F3,Normal,8,7,0.875,0,0.0,8,0.875
local,test-primary-Normal-r03,F3,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r04,F3,Normal,8,7,0.875,0,0.0,8,0.875
local,test-primary-Normal-r05,F3,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r06,F3,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r07,F3,Normal,8,6,0.75,0,0.0,8,0.75
local,test-primary-Normal-r08,F3,Normal,8,7,0.875,0,0.0,8,0.875
local,test-primary-F1-r01,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r02,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r03,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r04,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r05,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r06,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r07,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r08,F8,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r01,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r02,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r03,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r04,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r05,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r06,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r07,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r08,F8,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r01,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r02,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r03,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r04,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r05,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r06,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r07,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r08,F8,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r01,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r02,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r03,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r04,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r05,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r06,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r07,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r08,F8,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r01,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r02,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r03,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r04,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r05,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r06,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r07,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r08,F8,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r01,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r02,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r03,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r04,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r05,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r06,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r07,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r08,F8,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r01,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r02,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r03,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r04,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r05,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r06,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r07,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r08,F8,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r01,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r02,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r03,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r04,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r05,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r06,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r07,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-F8-r08,F8,F8,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r01,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r02,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r03,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r04,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r05,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r06,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r07,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r08,F8,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r01,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r02,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r03,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r04,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r05,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r06,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r07,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r08,F10,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r01,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r02,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r03,F10,F10,8,7,0.875,0,0.0,8,0.875
local,test-primary-F10-r04,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r05,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r06,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r07,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F10-r08,F10,F10,8,8,1.0,0,0.0,8,1.0
local,test-primary-F13-r01,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r02,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r03,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r04,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r05,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r06,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r07,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r08,F10,F13,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r01,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r02,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r03,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r04,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r05,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r06,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r07,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F14-r08,F10,F14,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r01,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r02,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r03,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r04,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r05,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r06,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r07,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F15-r08,F10,F15,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r01,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r02,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r03,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r04,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r05,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r06,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r07,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F2-r08,F10,F2,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r01,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r02,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r03,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r04,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r05,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r06,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r07,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F3-r08,F10,F3,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r01,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r02,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r03,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r04,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r05,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r06,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r07,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-F8-r08,F10,F8,8,0,0.0,0,0.0,8,0.0
local,test-primary-Normal-r01,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r02,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r03,F10,Normal,8,8,1.0,0,0.0,8,1.0
