  PID  PPID COMM
39384 39343 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
40676     1 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
42671     1 /usr/libexec/diskimagesiod
43106     1 /usr/libexec/diskimagesiod
49666     1 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
49668     1 /usr/libexec/nehelper
49669     1 /System/Library/CoreServices/osanalyticshelper
52248   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
55049     1 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
55235     1 /System/Applications/TextEdit.app/Contents/MacOS/TextEdit
56971     1 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
57597   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
57598   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
57786     1 /usr/bin/ssh-agent
60009     1 /usr/libexec/PerfPowerServices
60253   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
60312   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
60592     1 /usr/libexec/searchpartyuseragent
61671 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61672 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61673 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61674 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61675 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61676 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61677 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61678 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61679 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61680 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61681 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61682 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61683 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61684 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61685 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61686 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61687 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61688 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
61689 61685 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61690 61683 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61691 61676 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
61692 61677 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
62197 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
63106     1 /usr/libexec/secinitd
63184     1 /usr/libexec/tipsd
63276     1 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
63755 21020 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.83/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
63765 21020 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.83/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
64421     1 /usr/libexec/amfid
64515 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
64516 64515 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
64518 64516 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
64519 64516 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
64520 64516 /Applications/ChatGPT.app/Contents/Resources/codex
66655     1 /System/Library/PrivateFrameworks/AppStoreComponents.framework/Support/appstorecomponentsd
66733     1 /Applications/Gemini.app/Contents/Helpers/GeminiAppLauncher.app/Contents/MacOS/GeminiAppLauncher
66735     1 /Applications/Gemini.app/Contents/Helpers/crashpad_handler
67465     1 /usr/sbin/cfprefsd
67491     1 /usr/sbin/cfprefsd
67493     1 /usr/sbin/cfprefsd
67517     1 /usr/sbin/BTLEServerAgent
68582     1 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
71303     1 /usr/sbin/cfprefsd
71315     1 /usr/sbin/cfprefsd
71323     1 /usr/sbin/cfprefsd
71348     1 /usr/sbin/cfprefsd
71966     1 /System/Library/CoreServices/TimeMachine/backupd-helper
72231     1 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
76296     1 /usr/libexec/powerdatad
76689     1 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
77790     1 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
77804     1 /usr/libexec/duetexpertd
77836     1 /usr/libexec/pkd
77949     1 /usr/libexec/mobileactivationd
79984     1 /usr/libexec/ioupsd
80385     1 /usr/libexec/linkd
80408     1 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
80455     1 /usr/libexec/usbpowerd
80502     1 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
81775 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81776 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
81777 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81778 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81814 81775 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
81901 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
81902 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81903 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81904 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
81930 81904 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
82014 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82015 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82016 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
82017 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82043 82017 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
82303   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
82318     1 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
82331     1 /usr/libexec/replayd
82593 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82594 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82595 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
82596 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
82600 82596 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
83291     1 /usr/libexec/neagent
83292     1 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
83367 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
83368 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83369 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83370 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
83374 83370 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
84016 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
84017 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
84018 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
84019 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
84058 84017 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
86627     1 /usr/libexec/biometrickitd
86785     1 /System/Library/CoreServices/audioaccessoryd
88867     1 /usr/libexec/aned
89380     1 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
89381     1 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
89385     1 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
89543     1 /usr/libexec/findmydeviced
89544     1 /usr/libexec/containermanagerd_system
89549     1 /usr/libexec/storagekitd
89551     1 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
89557     1 /usr/libexec/triald_system
89558     1 /usr/libexec/AssetCache/AssetCache
89559     1 /usr/libexec/triald
89560     1 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
89561     1 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
89562     1 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
89563     1 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
89566     1 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
89567   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
89574     1 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
89576     1 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
89578     1 /usr/libexec/uarpassetmanagerd
89579     1 /System/Library/PrivateFrameworks/UARPAssetManager.framework/XPCServices/UARPAssetManagerServiceMobileAsset.xpc/Contents/MacOS/UARPAssetManagerServiceMobileAsset
89581     1 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
89582     1 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
89583     1 /System/Library/PrivateFrameworks/Install.framework/Frameworks/DistributionKit.framework/Versions/A/XPCServices/DistributionHelper.xpc/Contents/MacOS/DistributionHelper
89585     1 /System/Library/PrivateFrameworks/MobileAssetDaemon.framework/Versions/A/XPCServices/com.apple.MobileAsset.DownloadService.Builtin.xpc/Contents/MacOS/com.apple.MobileAsset.DownloadService.Builtin
89586     1 /usr/libexec/feedbackd
89587     1 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
89588     1 /usr/libexec/NRDUpdated
89589     1 /usr/libexec/assessmentagent
89590     1 /System/Library/AssetsV2/com_apple_MobileAsset_RecoveryOSUpdateBrain/28f9b40aedc0bda53bdc29e31682c998de89e5cb.asset/AssetData/com.apple.NRD.UpdateBrainService.xpc/Contents/MacOS/com.apple.NRD.UpdateBrainService
89597     1 /usr/libexec/gamecontrollerd
89598     1 /usr/libexec/gamecontrolleragentd
89599     1 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
89609   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
89617     1 /usr/sbin/WirelessRadioManagerd
89618     1 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
89621   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
89626     1 /usr/libexec/coreduetd
89676     1 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
89680     1 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.privileged.xpc/Contents/MacOS/com.apple.StreamingUnzipService.privileged
89681     1 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
89682     1 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
89686     1 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
89687     1 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
89689     1 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
89693     1 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
89695     1 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
89698     1 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
89700     1 /usr/libexec/GamePolicyAgent
89701     1 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
89765     1 /usr/libexec/SidecarRelay
89766     1 /usr/libexec/online-auth-agent
89772     1 /usr/libexec/ospredictiond
90234     1 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
90235     1 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
90236     1 /usr/libexec/appleaccountd
90238     1 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
90239     1 /usr/libexec/sandboxd
90241     1 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
90242     1 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
90243     1 /System/Library/Frameworks/Contacts.framework/Support/contactsd
90244     1 /System/Library/PrivateFrameworks/CoreADI.framework/adid
90245     1 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd
90246     1 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
90436     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
90437     1 /usr/libexec/secinitd
90438     1 /usr/libexec/trustd
90439     1 /usr/libexec/trustdFileHelper
90440     1 /usr/libexec/containermanagerd
90441     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
90442     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
90443     1 /usr/libexec/secinitd
90444     1 /usr/libexec/secinitd
90445     1 /usr/libexec/countryd
90446     1 /usr/libexec/trustd
90447     1 /usr/sbin/cfprefsd
90448     1 /usr/libexec/trustd
90449     1 /usr/libexec/containermanagerd
90451     1 /usr/libexec/containermanagerd
90455     1 /usr/libexec/securityd_system
90470     1 /usr/sbin/cfprefsd
90471     1 /usr/sbin/cfprefsd
90472     1 /usr/sbin/cfprefsd
90474     1 /usr/sbin/cfprefsd
90475     1 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
90476     1 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
90477     1 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
90478     1 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
90479     1 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
90544     1 /usr/sbin/cfprefsd
90602     1 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
90605     1 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
90611     1 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
90679     1 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
90680     1 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
91048     1 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
91050     1 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
91051     1 /System/Library/CoreServices/ScopedBookmarkAgent
91052     1 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
91053     1 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
91059     1 cloudphotod
91063     1 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
91064     1 /usr/libexec/sysmond
91067     1 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
91068     1 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
91069     1 /usr/libexec/milod
91070     1 /usr/libexec/routined
91071     1 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
91072     1 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
91073     1 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
91075     1 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
91076     1 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
91077     1 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
91078     1 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
91079     1 /usr/libexec/findmylocateagent
91080     1 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
91081     1 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
91082     1 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
91083     1 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
91084     1 /usr/libexec/inputanalyticsd
91085     1 /System/Library/CoreServices/ReportCrash
91087     1 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
91088     1 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
91090     1 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
91092     1 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
91093     1 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
91094     1 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
91095     1 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
91096     1 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
91097     1 /System/Library/Frameworks/Translation.framework/translationd
91098     1 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
91099     1 /usr/libexec/dmd
91100     1 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
91101     1 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
91102     1 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
91108     1 /usr/libexec/powerexperienced
91162     1 /System/Library/CoreServices/liquiddetectiond.app/liquiddetectiond
91165     1 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
91168     1 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
91169     1 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
91170     1 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
91174     1 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
91175     1 /usr/libexec/remindd
91197     1 /usr/libexec/keybagd
91282     1 /System/Library/PrivateFrameworks/MediaAnalysisAccess.framework/Versions/A/XPCServices/mediaanalysisd-access.xpc/Contents/MacOS/mediaanalysisd-access
91346     1 /usr/libexec/textunderstandingd
91347     1 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
91349     1 /usr/libexec/naturallanguaged
91576     1 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
91577     1 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
91579     1 /System/Library/CoreServices/iconservicesagent
91580     1 /System/Library/CoreServices/iconservicesd
92121   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
92145     1 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
92252 32849 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer)
92253 32849 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer)
94496     1 /usr/sbin/distnoted
94523 32849 /Applications/Claude.app/Contents/Frameworks/Claude Helper (Renderer).app/Contents/MacOS/Claude Helper (Renderer)
94672     1 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
95054     1 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
95056     1 /usr/sbin/distnoted
95322     1 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider
95338     1 /System/Applications/Mail.app/Contents/PlugIns/com.apple.mail.SpotlightIndexExtension.appex/Contents/MacOS/com.apple.mail.SpotlightIndexExtension
95389     1 /usr/libexec/networkserviceproxy
95391     1 /usr/libexec/swtransparencyd
95392     1 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
95403     1 /usr/sbin/spindump
95413     1 /usr/libexec/PowerUIAgent
95430     1 /usr/libexec/colorsync.displayservices
95431     1 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
95432     1 /usr/libexec/colorsyncd
95444     1 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
95470     1 /usr/libexec/seputil
95481     1 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
95482     1 /usr/libexec/keyboardservicesd
95720     1 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
95763     1 /System/Library/CoreServices/pbs
95769 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
95844 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
96151   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
96155   699 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/152.0.7977.76/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
96156     1 /usr/libexec/swcd
96157     1 /usr/libexec/audioanalyticsd
96158     1 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
96159     1 /usr/libexec/rtcreportingd
96160     1 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
96162     1 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
97011     1 /usr/libexec/mlhostd
98191     1 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
98199     1 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
98200     1 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
98201     1 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
98202     1 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
98204     1 /usr/libexec/logd_helper
98205     1 /Applications/Xcode.app/Contents/PlugIns/IDEIntelligenceChat.framework/Versions/A/XPCServices/com.apple.dt.ExternalViewService.xpc/Contents/MacOS/com.apple.dt.ExternalViewService
98210     1 /Applications/Xcode.app/Contents/SharedFrameworks/DVTSourceControl.framework/Versions/A/XPCServices/com.apple.dt.Xcode.sourcecontrol.WorkingCopyScanner.xpc/Contents/MacOS/com.apple.dt.Xcode.sourcecontrol.WorkingCopyScanner
