fault,batch,interval,window_start_h,window_end_h,feature,feature_column,window_score_max_41,frozen_threshold,score_over_threshold,positive,n_active_variables,active_variables,dominant_variable
1,5,5-10h,5.0,10.0,trend,abs_slope_sigma_h,0.3086993651820173,0.7468621213669596,0.4133284529372222,False,0.0,,XMEAS-40
1,5,5-10h,5.0,10.0,residual,residual_std_ratio,1.1720824119111886,1.3681613543196571,0.8566843437074186,False,0.0,,XMEAS-26
1,5,5-10h,5.0,10.0,diff,diff_std_ratio,1.2599164147765132,1.4051245046201666,0.8966582040479708,False,0.0,,XMEAS-26
1,5,5-10h,5.0,10.0,any-primary,any-primary,,,,False,,,
1,5,10-15h,10.0,15.0,level,abs_shift_sigma,76.35145819102546,1.9695333234149084,38.766268782211924,True,28.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-10;XMEAS-11;XMEAS-13;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-26;XMEAS-27;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-33;XMEAS-34;XMEAS-35;XMEAS-36;XMEAS-38,XMEAS-1
1,5,10-15h,10.0,15.0,trend,abs_slope_sigma_h,31.26154087737581,0.7468621213669596,41.85717816316449,True,27.0,XMEAS-1;XMEAS-3;XMEAS-4;XMEAS-7;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-13;XMEAS-14;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-24;XMEAS-25;XMEAS-27;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-33;XMEAS-34;XMEAS-35;XMEAS-36;XMEAS-38,XMEAS-1
1,5,10-15h,10.0,15.0,residual,residual_std_ratio,13.531605460575658,1.3681613543196571,9.890357901027318,True,30.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-8;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-13;XMEAS-14;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-26;XMEAS-27;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-33;XMEAS-34;XMEAS-35;XMEAS-38,XMEAS-20
1,5,10-15h,10.0,15.0,diff,diff_std_ratio,1.7733717517023264,1.4051245046201666,1.2620744609259409,True,1.0,XMEAS-10,XMEAS-10
1,5,10-15h,10.0,15.0,any-primary,any-primary,,,,True,,,
8,1,0-5h,0.0,5.0,level,abs_shift_sigma,0.6609980732535828,1.9695333234149084,0.3356115204527234,False,0.0,,XMEAS-37
8,1,0-5h,0.0,5.0,trend,abs_slope_sigma_h,0.518622110450613,0.7468621213669596,0.6944014103987418,False,0.0,,XMEAS-1
8,1,0-5h,0.0,5.0,residual,residual_std_ratio,1.1113494280746812,1.3681613543196571,0.812294123471511,False,0.0,,XMEAS-23
8,1,0-5h,0.0,5.0,diff,diff_std_ratio,1.1700100157586166,1.4051245046201666,0.8326735544868274,False,0.0,,XMEAS-23
8,1,0-5h,0.0,5.0,any-primary,any-primary,,,,False,,,
