,result,table,_time,device,plant,ERROR1
,_result,0,2026-08-31T17:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T18:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T18:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T18:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T18:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T19:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T19:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T19:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T19:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T20:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T20:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T20:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T20:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T21:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T21:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T21:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T21:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T22:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T22:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T22:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T22:45:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T23:00:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T23:15:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T23:30:00Z,368974,Bisceglie,0
,_result,0,2026-08-31T23:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T00:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T00:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T00:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T00:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T01:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T01:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T01:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T01:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T02:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T02:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T02:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T02:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T03:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T03:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T03:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T03:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T04:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T04:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T04:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T04:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T05:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T05:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T05:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T05:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T06:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T06:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T06:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T06:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T07:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T07:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T07:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T07:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T08:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T08:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T08:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T08:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T09:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T09:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T09:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T09:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T10:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T10:15:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T10:30:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T10:45:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T11:00:00Z,368974,Bisceglie,0
,_result,0,2026-09-01T11:15:00Z,368974,Bisceglie,0
