scenario_index,status,delta3,discordance,a,b,pattern,rho,procedure,rejections,phat,mcse,ci_low,ci_high
440,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
440,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.0,hoeffding_h3_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
440,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.0,hoeffding_h3_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
440,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.0,tango_0.025,4,4e-05,1.9999599995999918e-05,1.0898757827458587e-05,0.00010241269060279138
440,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.0,tango_0.05,53,0.00053,7.278180404469238e-05,0.00039703078829902516,0.0006931964573413398
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,hoeffding_h3_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,hoeffding_h3_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,tango_0.025,89,0.00089,9.429782075954883e-05,0.0007148021563209019,0.001095109185870645
441,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.05,tango_0.05,330,0.0033,0.00018135903616859017,0.002954016303714105,0.0036752677221319648
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,hoeffding_h3_0.025,1,1e-05,9.999949999874999e-06,2.531780477933314e-07,5.571516034774275e-05
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,hoeffding_h3_0.05,6,6e-05,2.4494162569885914e-05,2.201925059919836e-05,0.0001305901306201627
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,tango_0.025,195,0.00195,0.0001395061826586908,0.0016861112934436905,0.002243410638972344
442,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.1,tango_0.05,727,0.00727,0.0002686474846336738,0.0067527918595193795,0.007816087492773386
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,hoeffding_h3_0.025,9,9e-05,2.9998649969623634e-05,4.115453033731778e-05,0.0001708411281938357
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,hoeffding_h3_0.05,37,0.00037,6.081637115119579e-05,0.00026052710608173105,0.0005099605611549961
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,tango_0.025,711,0.00711,0.00026569621562980535,0.006598581482591887,0.007650311197389488
443,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.2,tango_0.05,1861,0.01861,0.00042736012799511375,0.01778137356660335,0.019466711867679457
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,hoeffding_h3_0.025,90,0.0009,9.482562944689584e-05,0.0007237664724843088,0.0011061386970276526
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,hoeffding_h3_0.05,328,0.00328,0.00018081044217633008,0.0029350923670138514,0.003654194439275012
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,tango_0.025,2567,0.02567,0.0005001104987900174,0.024698577262651813,0.02666906482825515
444,COMPLETE,-0.125,0.9,0.0,1.0,time_interaction,0.4,tango_0.05,5115,0.05115,0.0006966611622589564,0.04979260301368328,0.052533504818754184
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,hoeffding_h3_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,hoeffding_h3_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,tango_0.025,5,5e-05,2.2360120751015635e-05,1.6235056817057864e-05,0.00011667943042027703
445,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.0,tango_0.05,50,0.0005,7.06929982388638e-05,0.00037113170178349413,0.0006591351958693718
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,hoeffding_h3_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,hoeffding_h3_0.05,3,3e-05,1.732024826611905e-05,6.18676395892203e-06,8.7670202566362e-05
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,tango_0.025,131,0.00131,0.00011438023867784156,0.0010954003531177669,0.00155430954610575
446,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.05,tango_0.05,407,0.00407,0.00020133144563132705,0.003684840345384955,0.004484345961684534
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,hoeffding_h3_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,hoeffding_h3_0.05,2,2e-05,1.4141994201667599e-05,2.4221019627031544e-06,7.22449893650479e-05
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,tango_0.025,321,0.00321,0.00017887693814463618,0.0028688849206410737,0.003580411734991203
447,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.1,tango_0.05,861,0.00861,0.00029216207659448206,0.008046660942082371,0.009202111322544957
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,hoeffding_h3_0.025,19,0.00019,4.358484828469637e-05,0.00011439616441690684,0.0002966927049072434
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,hoeffding_h3_0.05,51,0.00051,7.139607132048654e-05,0.0003797513375703946,0.0006705019792502633
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,tango_0.025,780,0.0078,0.00027819345786700303,0.007264064877436336,0.008364771222617732
448,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.2,tango_0.05,1928,0.01928,0.0004348365394030267,0.018436700193905198,0.020151342385843502
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,hoeffding_h3_0.025,115,0.00115,0.00010717637332919975,0.0009495334365856127,0.0013802417812332451
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,hoeffding_h3_0.05,252,0.00252,0.00015854493369389007,0.0022187660669914628,0.002850639905904479
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,tango_0.025,2274,0.02274,0.0004714116290462084,0.02182491213118641,0.023682912027649154
449,COMPLETE,-0.125,0.9,0.0,1.0,interaction_fault,0.4,tango_0.05,4522,0.04522,0.0006570780136330845,0.04394035666693242,0.046526103765189376
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,hoeffding_h3_0.025,206,0.00206,0.00014337909192068418,0.001788514317708029,0.0023609826151126914
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,hoeffding_h3_0.05,501,0.00501,0.0002232688939373329,0.004581809045869517,0.005467275267315015
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,tango_0.025,2615,0.02615,0.0005046402431435685,0.025169685047717636,0.027157927413327364
450,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.0,tango_0.05,4860,0.0486,0.0006799855880825711,0.04727536052380344,0.049950898733473456
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,hoeffding_h3_0.025,873,0.00873,0.00029417319898318405,0.008162715403359218,0.009326047604507526
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,hoeffding_h3_0.05,1494,0.01494,0.00038362476979465234,0.014197202865805678,0.015711121864161213
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,tango_0.025,4923,0.04923,0.000684152081777144,0.04789717606441997,0.050589045755973255
451,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.05,tango_0.05,7976,0.07976,0.0008567283256668942,0.07808804843111053,0.08145637326336146
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,hoeffding_h3_0.025,1703,0.01703,0.00040914519549910397,0.016237121189051202,0.01785106621877067
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,hoeffding_h3_0.05,2609,0.02609,0.0005040765011384681,0.025110791721244016,0.027096824440825916
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,tango_0.025,6890,0.0689,0.0008009543682382911,0.06733767774090268,0.07048738191212948
452,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.1,tango_0.05,10339,0.10339,0.0009628110297457129,0.101509446511535,0.10529359199095822
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,hoeffding_h3_0.025,3562,0.03562,0.000586099100835345,0.034479751958905,0.03678728372664901
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,hoeffding_h3_0.05,5025,0.05025,0.000690832378366851,0.048904053328949114,0.05162210791611617
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,tango_0.025,10571,0.10571,0.0009722931445814066,0.10381079480267792,0.10763210815390353
453,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.2,tango_0.05,14492,0.14492,0.0011131854903833414,0.1427435168488846,0.14711709949848797
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,hoeffding_h3_0.025,7409,0.07409,0.0008282552257607555,0.07247401878918379,0.07573073574813208
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,hoeffding_h3_0.05,9373,0.09373,0.0009216544205937494,0.09193039141708532,0.09555321190281392
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,tango_0.025,15754,0.15754,0.0011520466500971219,0.15528698537518085,0.15981289621186293
454,COMPLETE,-0.125,0.9,0.5,0.0,fault_time,0.4,tango_0.05,20104,0.20104,0.0012673709733144437,0.1985596955603719,0.20353765600779825
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,hoeffding_h3_0.025,241,0.00241,0.00015505456781404408,0.002115612461176284,0.002733813587852743
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,hoeffding_h3_0.05,505,0.00505,0.0002241539091784928,0.004620073020671922,0.005509007249740848
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,tango_0.025,2734,0.02734,0.0005156794004030023,0.026338013822253186,0.02836952538683741
455,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.0,tango_0.05,5087,0.05087,0.0006948542516240367,0.04951615261576402,0.05224997183039632
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,hoeffding_h3_0.025,797,0.00797,0.0002811846208454509,0.007428196826067309,0.008540625665762793
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,hoeffding_h3_0.05,1454,0.01454,0.0003785312193201507,0.01380719807528843,0.015301153324312828
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,tango_0.025,4783,0.04783,0.0006748502878416812,0.04651544787467769,0.04917085716332105
456,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.05,tango_0.05,7726,0.07726,0.0008443393417341158,0.0756124027465333,0.07893216564643618
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,hoeffding_h3_0.025,1653,0.01653,0.00040319671501638007,0.015748794920178916,0.01733942506139039
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,hoeffding_h3_0.05,2600,0.026,0.0005032295698784005,0.025022454315468776,0.02700516739957377
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,tango_0.025,6984,0.06984,0.0008059923969864728,0.06826777616907517,0.07143722818654842
457,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.1,tango_0.05,10362,0.10362,0.0009637577268172743,0.10173758436661874,0.10552544069647966
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,hoeffding_h3_0.025,3478,0.03478,0.0005793992716598805,0.03365290785823369,0.0359341785212701
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,hoeffding_h3_0.05,4947,0.04947,0.0006857311360876069,0.04813407421089538,0.05083213335244912
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,tango_0.025,10515,0.10515,0.0009700179250921087,0.10325527034861495,0.1070676653225945
458,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.2,tango_0.05,14459,0.14459,0.0011121318802192481,0.14241559143105204,0.1467850441356281
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,hoeffding_h3_0.025,7409,0.07409,0.0008282552257607555,0.07247401878918379,0.07573073574813208
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,hoeffding_h3_0.05,9498,0.09498,0.0009271396852686222,0.09316960433490198,0.09681392585496756
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,tango_0.025,15950,0.1595,0.001157841742208321,0.15723557051399206,0.16178419699561541
459,COMPLETE,-0.125,0.9,0.5,0.0,time_interaction,0.4,tango_0.05,20044,0.20044,0.0012659534209440726,0.19796249127001472,0.20293489517377178
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,hoeffding_h3_0.025,226,0.00226,0.0001501629914459618,0.001975207401257944,0.002574247597358152
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,hoeffding_h3_0.05,481,0.00481,0.0002187890285183423,0.004390596609037114,0.00525850823554882
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,tango_0.025,2614,0.02614,0.0005045463348395269,0.025159869397853706,0.027147743679975866
460,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.0,tango_0.05,4940,0.0494,0.000685271041267614,0.048064978011292434,0.050761233710098004
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,hoeffding_h3_0.025,872,0.00872,0.00029400614959554844,0.008153043131456629,0.009315720646005868
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,hoeffding_h3_0.05,1476,0.01476,0.0003813416106327764,0.014021683188110949,0.015526653525814609
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,tango_0.025,4953,0.04953,0.0006861252006740461,0.0481933001175583,0.05089290388191636
461,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.05,tango_0.05,7809,0.07809,0.0008484807122144852,0.0764342617875273,0.07977025789189159
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,hoeffding_h3_0.025,1676,0.01676,0.00040594460705864786,0.01597340228281783,0.0175748026950454
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,hoeffding_h3_0.05,2630,0.0263,0.0005060465393617469,0.025316924359509888,0.027310678852290857
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,tango_0.025,6922,0.06922,0.0008026742278159926,0.06765429761256007,0.07081074321395195
462,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.1,tango_0.05,10251,0.10251,0.0009591751659629226,0.10063659812776776,0.10440649179846637
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,hoeffding_h3_0.025,3541,0.03541,0.0005844324759970137,0.03427302460152749,0.0365740237508646
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,hoeffding_h3_0.05,4963,0.04963,0.0006867813560369851,0.048292011175152756,0.050994186884884864
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,tango_0.025,10469,0.10469,0.0009681425716287866,0.10279895927916656,0.10660400326635207
463,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.2,tango_0.05,14349,0.14349,0.0011086055200115145,0.14132253478397175,0.14567816484948082
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,hoeffding_h3_0.025,7494,0.07494,0.0008326103314276132,0.07331545833466581,0.07658924627503688
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,hoeffding_h3_0.05,9514,0.09514,0.0009278382423677093,0.09332823055959946,0.096975290270612
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,tango_0.025,16026,0.16026,0.0011600721201718452,0.15799117707179547,0.162548546206199
464,COMPLETE,-0.125,0.9,0.5,0.0,interaction_fault,0.4,tango_0.05,20177,0.20177,0.0012690897017153674,0.19928630579555207,0.2042710033412691
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,hoeffding_h3_0.025,109,0.00109,0.00010434614990501565,0.0008950862340214024,0.0013147165546394612
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,hoeffding_h3_0.05,255,0.00255,0.0001594834630925727,0.0022469251349620397,0.002882475515953625
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,tango_0.025,1797,0.01797,0.00042008426654660606,0.017155653010158103,0.0188124735659364
465,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.0,tango_0.05,3673,0.03673,0.0005948185193821726,0.035572629884222294,0.03791433891843484
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,hoeffding_h3_0.025,537,0.00537,0.0002311095649253834,0.0049264288828100725,0.005842619740965643
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,hoeffding_h3_0.05,1000,0.01,0.0003146426544510455,0.009392556089098503,0.010636111529354255
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,tango_0.025,3661,0.03661,0.000593883051618751,0.035454466861563255,0.03779250916612498
466,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.05,tango_0.05,6179,0.06179,0.000761393432464452,0.06030542167175714,0.06330005683365769
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,hoeffding_h3_0.025,1053,0.01053,0.00032278660288184203,0.009906577774589627,0.011182051214291956
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,hoeffding_h3_0.05,1711,0.01711,0.0004100883794988588,0.016315270196847812,0.01793291201370416
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,tango_0.025,5320,0.0532,0.0007097165631433439,0.051816955441948635,0.05460903084718953
467,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.1,tango_0.05,8438,0.08438,0.0008789767664733807,0.08266430859675915,0.08611984221369419
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,hoeffding_h3_0.025,2627,0.02627,0.0005057656285276808,0.025287475814226662,0.027280129247045933
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,hoeffding_h3_0.05,3840,0.0384,0.0006076630645349444,0.037217406427901105,0.03960946195769045
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,tango_0.025,8814,0.08814,0.0008965006436138236,0.08638985363695559,0.08991407689836642
468,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.2,tango_0.05,12453,0.12453,0.0010441373429774456,0.12248943843881065,0.12659236613523742
469,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.4,hoeffding_h12_0.025,0,0.0,0.0,0.0,3.68881141579242e-05
469,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.4,hoeffding_h12_0.05,0,0.0,0.0,0.0,3.68881141579242e-05
469,COMPLETE,-0.125,0.9,0.5,0.5,fault_time,0.4,hoeffding_h3_0.025,5833,0.05833,0.0007411316421527285,0.056885234305066125,0.059800448468901674
